ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,DEALSIZE
10322,S24_2022,30,100.0,3500.1,4,Medium
10332,S24_2022,26,85.52,2223.52,10,Small
10345,S24_2022,43,53.76,2311.68,1,Small
10356,S24_2022,26,31.86,828.36,7,Small
10367,S24_2022,28,30.59,856.52,12,Small
10380,S24_2022,27,68.35,1845.45,5,Small
10391,S24_2022,24,100.0,4042.08,1,Medium
10421,S24_2022,40,45.7,1828.0,2,Small
10103,S24_2300,36,100.0,3680.28,1,Medium
10114,S24_2300,21,100.0,2925.09,5,Small
10126,S24_2300,27,100.0,3415.77,1,Medium
10140,S24_2300,47,100.0,5105.14,1,Medium
10151,S24_2300,42,100.0,5098.8,8,Medium
10165,S24_2300,32,100.0,4661.76,17,Medium
10175,S24_2300,28,100.0,2969.96,6,Small
10184,S24_2300,24,100.0,3496.32,11,Medium
10194,S24_2300,49,100.0,5760.93,1,Medium
10207,S24_2300,46,100.0,6819.04,12,Medium
10217,S24_2300,28,100.0,3148.88,1,Medium
10229,S24_2300,48,100.0,5704.32,6,Medium
10246,S24_2300,29,100.0,3520.6,10,Medium
10259,S24_2300,47,100.0,5285.62,9,Medium
10271,S24_2300,43,100.0,5605.05,10,Medium
10281,S24_2300,25,100.0,2779.5,6,Small
10291,S24_2300,48,100.0,5398.08,1,Medium
10305,S24_2300,24,100.0,3189.6,10,Medium
10313,S24_2300,42,100.0,5581.8,4,Medium
10324,S24_2300,31,100.0,3820.44,2,Medium
10334,S24_2300,42,100.0,5528.04,5,Medium
10348,S24_2300,37,100.0,5981.42,1,Medium
10358,S24_2300,41,100.0,5684.65,7,Medium
10371,S24_2300,20,100.0,3449.4,5,Medium
10382,S24_2300,20,100.0,2654.4,3,Small
10412,S24_2300,70,100.0,8498.0,10,Large
10425,S24_2300,49,100.0,5510.54,9,Medium
10108,S24_2360,35,58.87,2060.45,15,Small
10121,S24_2360,32,76.88,2460.16,2,Small
10135,S24_2360,29,61.64,1787.56,16,Small
10145,S24_2360,27,60.95,1645.65,3,Small
10159,S24_2360,27,80.34,2169.18,11,Small
10169,S24_2360,38,74.11,2816.18,11,Small
10180,S24_2360,35,72.03,2521.05,6,Small
10190,S24_2360,42,76.19,3199.98,3,Medium
10211,S24_2360,21,63.72,1338.12,11,Small
10224,S24_2360,37,80.34,2972.58,4,Small
10237,S24_2360,26,79.65,2070.9,4,Small
10252,S24_2360,47,65.8,3092.6,8,Medium
10264,S24_2360,37,65.1,2408.7,6,Small
10276,S24_2360,46,75.49,3472.54,12,Medium
10285,S24_2360,38,59.56,2263.28,3,Small
10299,S24_2360,33,66.49,2194.17,6,Small
10309,S24_2360,24,56.1,1346.4,2,Small
10319,S24_2360,31,81.73,2533.63,7,Small
10330,S24_2360,42,81.03,3403.26,1,Medium
10341,S24_2360,32,100.0,3307.2,6,Medium
10355,S24_2360,41,70.65,2896.65,3,Small
10363,S24_2360,43,61.23,2632.89,14,Small
10375,S24_2360,20,100.0,2046.0,14,Small
10390,S24_2360,35,65.13,2279.55,4,Small
10403,S24_2360,27,79.65,2150.55,4,Small
10110,S24_2766,43,78.15,3360.45,11,Medium
10124,S24_2766,32,72.7,2326.4,10,Small
10148,S24_2766,21,73.6,1545.6,4,Small
10161,S24_2766,20,100.0,2144.6,3,Small
10172,S24_2766,22,74.51,1639.22,1,Small
10182,S24_2766,36,73.6,2649.6,14,Small
10192,S24_2766,46,83.6,3845.6,2,Medium
10204,S24_2766,47,96.32,4527.04,8,Medium
10212,S24_2766,45,88.14,3966.3,1,Medium
10227,S24_2766,47,88.14,4142.58,14,Medium
10241,S24_2766,47,94.5,4441.5,6,Medium
10267,S24_2766,38,87.24,3315.12,3,Medium
10279,S24_2766,49,79.97,3918.53,3,Medium
10288,S24_2766,35,80.87,2830.45,9,Small
10302,S24_2766,49,100.0,5298.86,5,Medium
10311,S24_2766,28,93.6,2620.8,4,Small
10321,S24_2766,30,72.7,2181.0,1,Small
10332,S24_2766,39,86.72,3382.08,7,Medium
10346,S24_2766,25,100.0,2876.75,1,Small
10368,S24_2766,40,100.0,4107.2,2,Medium
10380,S24_2766,36,37.5,1350.0,6,Small
10407,S24_2766,76,94.5,7182.0,6,Large
10420,S24_2766,39,100.0,3933.93,9,Medium
10104,S24_2840,44,39.6,1742.4,10,Small
10114,S24_2840,24,30.06,721.44,1,Small
10127,S24_2840,39,38.19,1489.41,12,Small
10141,S24_2840,21,42.43,891.03,6,Small
10151,S24_2840,30,40.31,1209.3,4,Small
10165,S24_2840,27,31.82,859.14,13,Small
10175,S24_2840,37,31.12,1151.44,2,Small
10184,S24_2840,42,31.82,1336.44,7,Small
10195,S24_2840,32,28.29,905.28,7,Small
10207,S24_2840,42,29.7,1247.4,8,Small
10219,S24_2840,21,40.31,846.51,3,Small
10229,S24_2840,33,32.88,1085.04,2,Small
10246,S24_2840,49,36.07,1767.43,6,Small
10259,S24_2840,31,33.24,1030.44,5,Small
10271,S24_2840,38,41.72,1585.36,6,Small
10281,S24_2840,20,40.66,813.2,2,Small
10292,S24_2840,39,30.06,1172.34,9,Small
10305,S24_2840,48,31.47,1510.56,6,Small
10314,S24_2840,39,37.13,1448.07,15,Small
10324,S24_2840,30,100.0,3338.1,9,Medium
10335,S24_2840,33,37.13,1225.29,2,Small
10349,S24_2840,36,37.13,1336.68,3,Small
10358,S24_2840,36,82.94,2985.84,4,Small
10371,S24_2840,45,100.0,5545.8,8,Medium
10383,S24_2840,40,100.0,6089.6,3,Medium
10394,S24_2840,46,38.9,1789.4,6,Small
10412,S24_2840,30,36.07,1082.1,6,Small
10425,S24_2840,31,33.24,1030.44,5,Small
10106,S24_2841,49,74.68,3659.32,13,Medium
10119,S24_2841,41,59.6,2443.6,4,Small
10131,S24_2841,35,67.14,2349.9,5,Small
10143,S24_2841,27,60.97,1646.19,8,Small
10155,S24_2841,23,72.62,1670.26,6,Small
10167,S24_2841,21,69.88,1467.48,2,Small
10178,S24_2841,34,80.84,2748.56,5,Small
10186,S24_2841,22,69.2,1522.4,2,Small
10198,S24_2841,48,67.82,3255.36,5,Medium
10209,S24_2841,43,82.21,3535.03,1,Medium
10222,S24_2841,32,81.53,2608.96,5,Small
10249,S24_2841,20,67.82,1356.4,1,Small
10262,S24_2841,24,67.14,1611.36,10,Small
10274,S24_2841,40,65.08,2603.2,2,Small
10284,S24_2841,30,73.99,2219.7,12,Small
10296,S24_2841,21,71.25,1496.25,8,Small
10307,S24_2841,25,75.36,1884.0,2,Small
10316,S24_2841,34,63.71,2166.14,10,Small
10328,S24_2841,48,58.92,2828.16,1,Small
10339,S24_2841,55,100.0,6214.45,12,Medium
10351,S24_2841,25,74.68,1867.0,5,Small
10373,S24_2841,38,70.44,2676.72,7,Small
10386,S24_2841,39,55.96,2182.44,1,Small
10398,S24_2841,28,57.55,1611.4,3,Small
10400,S24_2841,24,61.66,1479.84,2,Small
10415,S24_2841,21,67.82,1424.22,1,Small
10110,S24_2887,46,100.0,5942.28,10,Medium
10124,S24_2887,25,93.95,2348.75,9,Small
10148,S24_2887,34,100.0,4392.12,3,Medium
10161,S24_2887,25,100.0,2759.75,2,Small
10173,S24_2887,23,100.0,2728.03,16,Small
10182,S24_2887,20,100.0,2395.8,13,Small
10192,S24_2887,23,100.0,3052.33,1,Medium
10204,S24_2887,42,100.0,4242.0,7,Medium
10213,S24_2887,27,100.0,2790.45,3,Small
10227,S24_2887,33,100.0,4340.49,13,Medium
10241,S24_2887,28,98.65,2762.2,5,Small
10267,S24_2887,43,100.0,4645.72,2,Medium
10279,S24_2887,48,100.0,5580.96,2,Medium
10288,S24_2887,48,100.0,6539.04,8,Medium
10302,S24_2887,45,100.0,5548.95,4,Medium
10311,S24_2887,43,100.0,4595.41,3,Medium
10332,S24_2887,44,42.26,1859.44,11,Small
10346,S24_2887,24,87.24,2093.76,5,Small
10368,S24_2887,31,100.0,4223.13,5,Medium
10380,S24_2887,44,36.29,1596.76,7,Small
10407,S24_2887,59,98.65,5820.35,5,Medium
10420,S24_2887,55,96.3,5296.5,8,Medium
10109,S24_2972,29,32.1,930.9,6,Small
10122,S24_2972,39,30.96,1207.44,4,Small
10135,S24_2972,20,35.87,717.4,1,Small
10147,S24_2972,25,42.67,1066.75,1,Small
10160,S24_2972,42,37.0,1554.0,2,Small
10171,S24_2972,36,35.49,1277.64,4,Small
10181,S24_2972,37,42.67,1578.79,8,Small
10192,S24_2972,30,30.59,917.7,13,Small
10203,S24_2972,21,37.0,777.0,2,Small
10212,S24_2972,34,43.42,1476.28,12,Small
10225,S24_2972,42,36.63,1538.46,3,Small
10239,S24_2972,20,44.56,891.2,2,Small
10253,S24_2972,40,42.67,1706.8,7,Small
10266,S24_2972,34,40.4,1373.6,8,Small
10278,S24_2972,31,38.89,1205.59,8,Small
10287,S24_2972,36,39.65,1427.4,6,Small
10301,S24_2972,48,34.36,1649.28,10,Small
10310,S24_2972,33,41.91,1383.03,4,Small
10321,S24_2972,37,33.23,1229.51,12,Small
10331,S24_2972,27,42.24,1140.48,13,Small
10342,S24_2972,39,40.4,1575.6,9,Small
10355,S24_2972,36,38.52,1386.72,4,Small
10367,S24_2972,36,100.0,5018.4,2,Medium
10378,S24_2972,41,100.0,5856.85,7,Medium
10390,S24_2972,37,100.0,4894.73,5,Medium
10405,S24_2972,47,44.56,2094.32,2,Small
10419,S24_2972,15,42.67,640.05,7,Small
10105,S24_3151,44,72.58,3193.52,4,Medium
10119,S24_3151,35,87.62,3066.7,13,Medium
10129,S24_3151,41,94.71,3883.11,4,Medium
10142,S24_3151,49,98.25,4814.25,1,Medium
10154,S24_3151,31,91.17,2826.27,2,Small
10167,S24_3151,20,79.66,1593.2,11,Small
10177,S24_3151,45,72.58,3266.1,2,Medium
10185,S24_3151,33,74.35,2453.55,2,Small
10197,S24_3151,47,83.2,3910.4,8,Medium
10208,S24_3151,20,89.4,1788.0,2,Small
10222,S24_3151,47,70.81,3328.07,14,Medium
10233,S24_3151,40,94.71,3788.4,2,Medium
10248,S24_3151,30,100.0,3053.7,5,Medium
10261,S24_3151,22,91.17,2005.74,3,Small
10273,S24_3151,27,100.0,2796.12,6,Small
10283,S24_3151,34,92.94,3159.96,8,Medium
10295,S24_3151,46,84.97,3908.62,3,Medium
10306,S24_3151,31,84.08,2606.48,2,Small
10315,S24_3151,24,86.74,2081.76,1,Small
10326,S24_3151,41,85.85,3519.85,3,Medium
10339,S24_3151,55,100.0,10758.0,13,Large
10350,S24_3151,30,100.0,3021.0,9,Medium
10373,S24_3151,33,57.32,1891.56,12,Small
10384,S24_3151,43,97.87,4208.41,2,Medium
10396,S24_3151,27,83.2,2246.4,7,Small
10414,S24_3151,60,100.0,6107.4,5,Medium
10110,S24_3191,27,73.62,1987.74,12,Small
10124,S24_3191,49,83.04,4068.96,11,Medium
10148,S24_3191,31,73.62,2282.22,5,Small
10161,S24_3191,20,77.05,1541.0,4,Small
10172,S24_3191,24,81.33,1951.92,2,Small
10182,S24_3191,33,94.17,3107.61,15,Medium
10192,S24_3191,32,72.77,2328.64,3,Small
10204,S24_3191,40,79.62,3184.8,9,Medium
10212,S24_3191,27,79.62,2149.74,2,Small
10227,S24_3191,40,79.62,3184.8,15,Medium
10241,S24_3191,26,81.33,2114.58,7,Small
10267,S24_3191,44,96.74,4256.56,4,Medium
10279,S24_3191,33,71.06,2344.98,4,Small
10288,S24_3191,34,68.49,2328.66,10,Small
10302,S24_3191,48,74.48,3575.04,6,Medium
10311,S24_3191,25,83.04,2076.0,5,Small
10321,S24_3191,39,84.75,3305.25,2,Medium
10332,S24_3191,45,34.19,1538.55,12,Small
10346,S24_3191,24,100.0,3325.92,2,Medium
10368,S24_3191,46,79.62,3662.52,1,Medium
10380,S24_3191,44,79.06,3478.64,9,Medium
10407,S24_3191,13,81.33,1057.29,7,Small
10420,S24_3191,35,96.74,3385.9,10,Medium
10108,S24_3371,30,63.07,1892.1,5,Small
10122,S24_3371,34,50.21,1707.14,9,Small
10135,S24_3371,27,66.13,1785.51,6,Small
10147,S24_3371,30,68.58,2057.4,6,Small
10159,S24_3371,50,69.8,3490.0,1,Medium
10169,S24_3371,34,50.21,1707.14,1,Small
10181,S24_3371,23,65.52,1506.96,13,Small
10191,S24_3371,48,60.01,2880.48,2,Small
10203,S24_3371,34,64.9,2206.6,7,Small
10211,S24_3371,48,48.98,2351.04,1,Small
10225,S24_3371,24,50.21,1205.04,8,Small
10238,S24_3371,47,62.45,2935.15,2,Small
10253,S24_3371,24,52.66,1263.84,12,Small
10266,S24_3371,47,62.45,2935.15,13,Small
10276,S24_3371,20,61.23,1224.6,2,Small
10287,S24_3371,20,67.97,1359.4,11,Small
10300,S24_3371,31,58.78,1822.18,4,Small
10310,S24_3371,38,56.94,2163.72,9,Small
10320,S24_3371,26,61.23,1591.98,2,Small
10331,S24_3371,25,100.0,3078.5,9,Medium
10342,S24_3371,48,62.45,2997.6,10,Small
10355,S24_3371,44,62.45,2747.8,6,Small
10363,S24_3371,21,100.0,2447.76,15,Small
10378,S24_3371,46,41.54,1910.84,6,Small
10390,S24_3371,46,52.84,2430.64,6,Small
10419,S24_3371,55,52.66,2896.3,12,Small
10106,S24_3420,31,52.6,1630.6,14,Small
10119,S24_3420,20,72.98,1459.6,5,Small
10131,S24_3420,29,59.18,1716.22,6,Small
10143,S24_3420,33,77.59,2560.47,9,Small
10155,S24_3420,34,55.89,1900.26,7,Small
10167,S24_3420,32,63.12,2019.84,3,Small
10178,S24_3420,27,73.64,1988.28,6,Small
10186,S24_3420,21,69.04,1449.84,3,Small
10198,S24_3420,27,71.67,1935.09,6,Small
10209,S24_3420,36,77.59,2793.24,2,Small
10222,S24_3420,43,70.35,3025.05,6,Medium
10249,S24_3420,25,69.7,1742.5,2,Small
10262,S24_3420,46,70.35,3236.1,11,Medium
10274,S24_3420,24,72.33,1735.92,3,Small
10284,S24_3420,39,71.67,2795.13,13,Small
10296,S24_3420,31,53.92,1671.52,9,Small
10307,S24_3420,22,71.67,1576.74,3,Small
10316,S24_3420,47,76.93,3615.71,11,Medium
10328,S24_3420,20,72.98,1459.6,2,Small
10339,S24_3420,29,99.69,2891.01,14,Small
10351,S24_3420,38,68.38,2598.44,4,Small
10361,S24_3420,34,100.0,3871.92,6,Medium
10373,S24_3420,46,66.0,3036.0,11,Medium
10386,S24_3420,35,63.76,2231.6,9,Small
10398,S24_3420,34,71.67,2436.78,13,Small
10400,S24_3420,38,57.2,2173.6,3,Small
10415,S24_3420,18,69.7,1254.6,2,Small
10110,S24_3432,37,100.0,3724.42,14,Medium
10124,S24_3432,43,100.0,5203.0,13,Medium
10148,S24_3432,27,100.0,3469.5,7,Medium
10161,S24_3432,30,100.0,3148.2,6,Medium
10172,S24_3432,22,98.51,2167.22,4,Small
10182,S24_3432,49,100.0,6244.07,17,Medium
10192,S24_3432,46,100.0,5566.0,5,Medium
10204,S24_3432,48,91.02,4368.96,11,Medium
10212,S24_3432,46,87.81,4039.26,4,Medium
10226,S24_3432,48,92.09,4420.32,2,Medium
10241,S24_3432,27,86.73,2341.71,9,Small
10267,S24_3432,43,100.0,5110.98,6,Medium
10279,S24_3432,48,100.0,6168.0,6,Medium
10288,S24_3432,41,100.0,4873.26,12,Medium
10301,S24_3432,22,96.37,2120.14,2,Small
10311,S24_3432,46,92.09,4236.14,7,Medium
10321,S24_3432,21,89.95,1888.95,4,Small
10332,S24_3432,31,37.18,1152.58,13,Small
10346,S24_3432,26,95.88,2492.88,6,Small
10368,S24_3432,20,99.58,1991.6,4,Small
10380,S24_3432,34,100.0,3953.18,11,Medium
10407,S24_3432,43,86.73,3729.39,9,Medium
10420,S24_3432,26,100.0,2617.16,12,Small
10105,S24_3816,50,79.67,3983.5,1,Medium
10119,S24_3816,35,90.57,3169.95,10,Medium
10129,S24_3816,50,77.99,3899.5,1,Medium
10143,S24_3816,23,80.51,1851.73,14,Small
10155,S24_3816,37,67.93,2513.41,12,Small
10167,S24_3816,29,83.86,2431.94,8,Small
10178,S24_3816,21,72.12,1514.52,11,Small
10186,S24_3816,36,85.54,3079.44,8,Medium
10197,S24_3816,22,86.38,1900.36,5,Small
10209,S24_3816,22,89.73,1974.06,7,Small
10222,S24_3816,46,80.51,3703.46,11,Medium
10248,S24_3816,23,76.31,1755.13,2,Small
10262,S24_3816,49,87.21,4273.29,16,Medium
10273,S24_3816,48,83.02,3984.96,3,Medium
10283,S24_3816,33,72.96,2407.68,5,Small
10296,S24_3816,22,77.15,1697.3,14,Small
10307,S24_3816,22,91.41,2011.02,8,Small
10316,S24_3816,25,92.25,2306.25,16,Small
10326,S24_3816,20,92.25,1845.0,2,Small
10339,S24_3816,42,59.36,2493.12,16,Small
10350,S24_3816,25,60.34,1508.5,10,Small
10373,S24_3816,23,100.0,2394.3,10,Small
10385,S24_3816,37,85.54,3164.98,2,Medium
10396,S24_3816,37,90.57,3351.09,8,Medium
10400,S24_3816,42,72.96,3064.32,8,Medium
10414,S24_3816,51,76.31,3891.81,2,Medium
10108,S24_3856,40,100.0,5448.8,1,Medium
10122,S24_3856,43,100.0,5494.97,5,Medium
10135,S24_3856,47,100.0,6336.07,2,Medium
10147,S24_3856,23,100.0,2906.97,2,Small
10160,S24_3856,35,100.0,4767.7,3,Medium
10170,S24_3856,34,100.0,3819.56,1,Medium
10181,S24_3856,25,100.0,3861.75,9,Medium
10192,S24_3856,45,100.0,6319.35,14,Medium
10203,S24_3856,47,100.0,6996.42,3,Medium
10212,S24_3856,49,100.0,6949.67,13,Medium
10225,S24_3856,40,100.0,4550.0,4,Medium
10239,S24_3856,29,100.0,4479.63,3,Medium
10253,S24_3856,39,100.0,5148.0,8,Medium
10266,S24_3856,24,100.0,2932.08,9,Small
10278,S24_3856,25,100.0,3159.75,9,Medium
10287,S24_3856,36,100.0,4297.32,7,Medium
10301,S24_3856,50,100.0,7723.5,11,Large
10310,S24_3856,45,100.0,5497.65,5,Medium
10321,S24_3856,26,100.0,4052.88,13,Medium
10331,S24_3856,21,100.0,3135.93,1,Medium
10342,S24_3856,42,100.0,5013.54,6,Medium
10355,S24_3856,32,100.0,5302.72,8,Medium
10363,S24_3856,31,94.58,2931.98,1,Small
10378,S24_3856,33,53.27,1757.91,3,Small
10390,S24_3856,45,100.0,6763.05,8,Medium
10405,S24_3856,76,100.0,11739.7,3,Large
10419,S24_3856,70,100.0,9240.0,8,Large
10106,S24_3949,50,64.83,3241.5,11,Medium
10119,S24_3949,28,70.29,1968.12,2,Small
10131,S24_3949,50,81.89,4094.5,3,Medium
10143,S24_3949,28,66.19,1853.32,6,Small
10155,S24_3949,44,77.11,3392.84,4,Medium
10168,S24_3949,27,73.02,1971.54,18,Small
10178,S24_3949,30,72.33,2169.9,3,Small
10198,S24_3949,43,66.19,2846.17,3,Small
10210,S24_3949,29,69.6,2018.4,16,Small
10222,S24_3949,48,56.64,2718.72,3,Small
10235,S24_3949,33,60.05,1981.65,12,Small
10250,S24_3949,40,75.06,3002.4,13,Medium
10262,S24_3949,48,61.42,2948.16,8,Small
10275,S24_3949,41,81.89,3357.49,18,Medium
10284,S24_3949,21,55.96,1175.16,10,Small
10296,S24_3949,32,71.65,2292.8,6,Small
10308,S24_3949,43,76.43,3286.49,16,Medium
10316,S24_3949,30,77.79,2333.7,8,Small
10328,S24_3949,35,76.43,2675.05,3,Small
10339,S24_3949,45,96.92,4361.4,11,Medium
10351,S24_3949,34,59.37,2018.58,3,Small
10361,S24_3949,26,100.0,3710.98,7,Medium
10373,S24_3949,39,73.0,2847.0,13,Small
10386,S24_3949,41,73.32,3006.12,12,Medium
10398,S24_3949,41,68.24,2797.84,2,Small
10401,S24_3949,64,60.05,3843.2,12,Medium
10416,S24_3949,18,75.06,1351.08,13,Small
10100,S24_3969,49,34.47,1689.03,1,Small
10110,S24_3969,48,34.47,1654.56,5,Small
10124,S24_3969,46,33.23,1528.58,4,Small
10149,S24_3969,26,38.98,1013.48,9,Small
10162,S24_3969,37,38.98,1442.26,7,Small
10173,S24_3969,35,33.23,1163.05,11,Small
10182,S24_3969,23,42.26,971.98,8,Small
10193,S24_3969,22,41.03,902.66,12,Small
10204,S24_3969,39,33.23,1295.97,2,Small
10214,S24_3969,44,34.88,1534.72,5,Small
10227,S24_3969,27,43.9,1185.3,8,Small
10242,S24_3969,46,36.93,1698.78,1,Small
10280,S24_3969,33,41.85,1381.05,14,Small
10288,S24_3969,33,40.62,1340.46,3,Small
10303,S24_3969,24,40.21,965.04,1,Small
10312,S24_3969,31,35.29,1093.99,15,Small
10332,S24_3969,41,77.24,3166.84,14,Medium
10346,S24_3969,22,97.44,2143.68,4,Small
10368,S24_3969,46,37.34,1717.64,3,Small
10380,S24_3969,43,95.03,4086.29,12,Medium
10408,S24_3969,15,36.93,553.95,1,Small
10420,S24_3969,15,43.49,652.35,3,Small
10104,S24_4048,26,100.0,2921.62,5,Small
10115,S24_4048,44,100.0,5568.64,1,Medium
10127,S24_4048,20,96.99,1939.8,7,Small
10141,S24_4048,40,94.62,3784.8,1,Medium
10152,S24_4048,23,100.0,2802.09,3,Small
10165,S24_4048,24,99.36,2384.64,8,Small
10176,S24_4048,29,100.0,2915.66,7,Small
10184,S24_4048,49,100.0,5795.72,2,Medium
10195,S24_4048,34,100.0,3699.88,2,Medium
10207,S24_4048,28,100.0,2980.6,3,Small
10220,S24_4048,37,100.0,5032.74,7,Medium
10230,S24_4048,45,100.0,4737.15,5,Medium
10246,S24_4048,46,100.0,6311.2,1,Medium
10271,S24_4048,22,100.0,3070.54,1,Medium
10282,S24_4048,39,100.0,4797.39,10,Medium
10292,S24_4048,27,100.0,3832.38,4,Medium
10305,S24_4048,36,100.0,4641.48,1,Medium
10314,S24_4048,38,100.0,4000.26,10,Medium
10325,S24_4048,44,100.0,5325.76,5,Medium
10336,S24_4048,31,100.0,4618.69,5,Medium
10349,S24_4048,23,100.0,3182.97,2,Medium
10359,S24_4048,22,100.0,2603.04,7,Small
10371,S24_4048,28,50.32,1408.96,9,Small
10383,S24_4048,21,93.91,1972.11,4,Small
10394,S24_4048,37,100.0,5207.75,7,Medium
10412,S24_4048,31,100.0,4253.2,1,Medium
10103,S24_4258,25,100.0,2873.0,15,Small
10111,S24_4258,26,86.68,2253.68,3,Small
10126,S24_4258,34,100.0,3576.12,15,Medium
10139,S24_4258,29,100.0,3276.13,4,Medium
10149,S24_4258,20,90.57,1811.4,1,Small
10163,S24_4258,42,91.55,3845.1,5,Medium
10173,S24_4258,22,100.0,2571.14,3,Small
10183,S24_4258,47,100.0,5035.11,12,Medium
10193,S24_4258,20,100.0,2279.0,4,Small
10206,S24_4258,33,97.39,3213.87,10,Medium
10215,S24_4258,39,90.57,3532.23,7,Medium
10228,S24_4258,33,100.0,3406.59,6,Medium
10244,S24_4258,40,86.68,3467.2,4,Medium
10257,S24_4258,46,78.89,3628.94,4,Medium
10269,S24_4258,48,97.39,4674.72,2,Medium
10280,S24_4258,21,78.89,1656.69,6,Small
10290,S24_4258,45,100.0,5171.4,1,Medium
10304,S24_4258,33,100.0,3342.57,10,Medium
10312,S24_4258,44,100.0,4884.88,7,Medium
10324,S24_4258,33,100.0,6267.69,3,Medium
10333,S24_4258,39,100.0,4424.16,1,Medium
10348,S24_4258,39,50.31,1962.09,2,Small
10358,S24_4258,41,100.0,6847.0,6,Medium
10369,S24_4258,40,86.92,3476.8,3,Medium
10382,S24_4258,33,100.0,4592.61,4,Medium
10423,S24_4258,28,78.89,2208.92,4,Small
10106,S24_4278,26,63.76,1657.76,3,Small
10120,S24_4278,29,85.49,2479.21,9,Small
10133,S24_4278,46,77.52,3565.92,4,Medium
10145,S24_4278,33,84.77,2797.41,15,Small
10168,S24_4278,48,78.25,3756.0,10,Medium
10210,S24_4278,40,71.0,2840.0,8,Small
10223,S24_4278,23,74.62,1716.26,10,Small
10235,S24_4278,40,81.14,3245.6,4,Medium
10250,S24_4278,37,74.62,2760.94,5,Small
10263,S24_4278,24,75.35,1808.4,11,Small
10275,S24_4278,27,62.31,1682.37,10,Small
10284,S24_4278,21,71.0,1491.0,2,Small
10297,S24_4278,23,72.45,1666.35,5,Small
10308,S24_4278,44,83.32,3666.08,8,Medium
10317,S24_4278,35,83.32,2916.2,1,Small
10328,S24_4278,43,60.86,2616.98,4,Small
10340,S24_4278,40,84.77,3390.8,1,Medium
10353,S24_4278,35,89.9,3146.5,3,Medium
10361,S24_4278,25,62.46,1561.5,1,Small
10375,S24_4278,43,100.0,10039.6,2,Large
10386,S24_4278,50,63.34,3167.0,8,Medium
10398,S24_4278,45,78.25,3521.25,14,Medium
10401,S24_4278,52,81.14,4219.28,4,Medium
10416,S24_4278,48,74.62,3581.76,5,Medium
10108,S24_4620,31,68.71,2130.01,10,Small
10122,S24_4620,29,71.14,2063.06,14,Small
10135,S24_4620,23,87.31,2008.13,11,Small
10147,S24_4620,31,64.67,2004.77,11,Small
10159,S24_4620,23,67.1,1543.3,6,Small
10169,S24_4620,24,94.58,2269.92,6,Small
10180,S24_4620,28,71.14,1991.92,1,Small
10191,S24_4620,44,66.29,2916.76,7,Small
10211,S24_4620,22,92.16,2027.52,6,Small
10225,S24_4620,46,70.33,3235.18,13,Medium
10238,S24_4620,22,93.77,2062.94,7,Small
10252,S24_4620,38,87.31,3317.78,3,Medium
10264,S24_4620,47,83.27,3913.69,1,Medium
10276,S24_4620,48,75.18,3608.64,7,Medium
10287,S24_4620,40,88.12,3524.8,16,Medium
10299,S24_4620,32,80.84,2586.88,1,Small
10310,S24_4620,49,97.01,4753.49,14,Medium
10319,S24_4620,43,85.69,3684.67,2,Medium
10331,S24_4620,41,100.0,5715.4,2,Medium
10343,S24_4620,30,100.0,3098.7,1,Medium
10355,S24_4620,28,95.39,2670.92,9,Small
10363,S24_4620,43,100.0,5154.41,9,Medium
10378,S24_4620,41,100.0,4894.17,2,Medium
10390,S24_4620,30,82.42,2472.6,10,Small
10103,S32_1268,31,100.0,3224.31,3,Medium
10114,S32_1268,32,100.0,3667.52,7,Medium
10126,S32_1268,43,96.31,4141.33,3,Medium
10140,S32_1268,26,100.0,2829.58,3,Small
10151,S32_1268,27,100.0,3068.55,10,Medium
10164,S32_1268,24,100.0,2634.96,1,Small
10175,S32_1268,22,100.0,2436.72,8,Small
10184,S32_1268,46,100.0,4607.36,13,Medium
10194,S32_1268,37,97.27,3598.99,3,Medium
10207,S32_1268,49,80.9,3964.1,14,Medium
10217,S32_1268,21,100.0,2244.9,3,Small
10229,S32_1268,25,100.0,2793.0,8,Small
10245,S32_1268,37,100.0,4133.64,1,Medium
10259,S32_1268,45,86.68,3900.6,11,Medium
10270,S32_1268,32,85.72,2743.04,1,Small
10281,S32_1268,29,82.83,2402.07,8,Small
10291,S32_1268,26,83.79,2178.54,3,Small
10305,S32_1268,28,100.0,3155.04,12,Medium
10313,S32_1268,27,87.64,2366.28,6,Small
10324,S32_1268,20,98.18,1963.6,11,Small
10335,S32_1268,44,100.0,4746.28,1,Medium
10348,S32_1268,42,100.0,6386.94,3,Medium
10358,S32_1268,41,100.0,4428.0,1,Medium
10371,S32_1268,26,100.0,4044.04,1,Medium
10382,S32_1268,26,100.0,2708.42,6,Small
10411,S32_1268,26,100.0,2904.72,1,Small
10425,S32_1268,41,86.68,3553.88,11,Medium
10107,S32_1374,20,92.9,1858.0,8,Small
10120,S32_1374,22,100.0,2461.36,6,Small
10133,S32_1374,23,100.0,2642.01,1,Small
10145,S32_1374,33,93.9,3098.7,12,Medium
10168,S32_1374,28,100.0,3244.36,7,Medium
10188,S32_1374,44,98.89,4351.16,7,Medium
10210,S32_1374,46,79.91,3675.86,5,Medium
10223,S32_1374,21,100.0,2475.27,7,Small
10235,S32_1374,41,100.0,4177.49,1,Medium
